CID,MolecularWeight,IsomericSMILES,IUPACName,name
439711,154.25,C[C@]12CC[C@H](C1)C([C@H]2O)(C)C,"(1S,2S,4R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",alpha-fenchol
227829,222.37,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,"2-[(3S,5R,8S)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol",guaiol
101977,156.26,C[C@H](CCC=C(C)C)CCO,"(3R)-3,7-dimethyloct-6-en-1-ol",d-citronellol
439263,156.26,C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,"(1S,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",(+)-neomenthol
11240503,134.24,CCCC(C)(CO)S,2-methyl-2-sulfanylpentan-1-ol,258823-39-1
56842481,138.21,C[C@@H]1C[C@@H]([C@@H](C=C1)C)C=O,"(1S,2R,5R)-2,5-dimethylcyclohex-3-ene-1-carbaldehyde","(1alpha,2alpha,5alpha)-2,5-dimethylcyclohex-3-ene-1-carbaldehyde"
12217499,220.35,CC1(CCC(=O)[C@H]2[C@@]13CC[C@@H](C3)C2(C)C)C,"(3S,6S,9R)-2,2,8,8-tetramethyl-octahydro-1H-2,4a-methanonapthalen-10-one",29461-13-0
5374527,192.30,C/C=C/C(=O)C1=C(CCCC1(C)C)C,"(E)-1-(2,6,6-trimethylcyclohexen-1-yl)but-2-en-1-one",23726-91-2
105537,182.26,CCC=CCCC=CCOC(=O)C,"nona-2,6-dienyl acetate","nona-2,6-dienyl acetate"
5362833,140.22,CC/C=C\CC/C=C/CO,"(2E,6Z)-nona-2,6-dien-1-ol",28069-72-9
44145973,218.29,CC1=CC[C@H]2[C@@H]1[C@@H]3C[C@H]2[C@H](C3=C)OC(=O)C,"[(1S,2R,6S,7R,8R)-3-methyl-9-methylidene-8-tricyclo[5.2.1.02,6]dec-3-enyl] acetate",81836-13-7
174845,222.37,CCC12CCC(C1)C(C2)C3(CCCCC3)O,1-(4-ethyl-2-bicyclo[2.2.1]heptanyl)cyclohexan-1-ol,92046-48-5
117035,208.25,CC(C)C(=O)OCC1=CC=C(C=C1)OC,(4-methoxyphenyl)methyl 2-methylpropanoate,(4-methoxyphenyl)methyl isobutyrate
6366609,172.26,CC/C=C/CCOC(CC)OC,(E)-1-(1-methoxypropoxy)hex-3-ene,(e)-1-(1-methoxypropoxy)hex-3-ene
6438067,192.30,C/C=C/C(=O)C1CCC(C=C1C)(C)C,"(E)-1-(2,4,4-trimethylcyclohex-2-en-1-yl)but-2-en-1-one","(e)-1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-2-buten-1-one"
5366077,192.30,C/C=C/C(=O)C1C(=CCCC1(C)C)C,"(E)-1-(2,6,6-trimethylcyclohex-2-en-1-yl)but-2-en-1-one",alpha-damascone
5365847,182.30,CCOC/C=C(\C)/CCC=C(C)C,"(2E)-1-ethoxy-3,7-dimethylocta-2,6-diene",ethyl geranyl ether
103447,194.31,CCCCCC=CCC1CCCC1=O,2-oct-2-enylcyclopentan-1-one,"cyclopentanone, 2-(2-octen-1-yl)-"
5318599,128.21,CCCCC/C=C/CO,(E)-oct-2-en-1-ol,trans-2-octen-1-ol
2753159,176.21,C/C(=C\OC(=O)C)/C1=CC=CC=C1,[(E)-2-phenylprop-1-enyl] acetate,(e)-2-phenylpropenyl acetate
6365813,182.30,CC(/C(=C(\C)/C(=O)C)/C)C(C)(C)C,"(E)-3,4,5,6,6-pentamethylhept-3-en-2-one","(e)-3,4,5,6,6-pentamethylhept-3-en-2-one"
68085257,343.4,C1OC2=C(O1)C=C(C=C2)/C=C/C(=O)N(C3=CC=CC=C3)C4=CC=CC=C4,"(E)-3-(1,3-benzodioxol-5-yl)-N,N-diphenylprop-2-enamide",unii-0ta0227sqw
5752319,238.37,CC(CC/C=C(\C)/CCC=C(C)C)OC(=O)C,"[(5E)-6,10-dimethylundeca-5,9-dien-2-yl] acetate","(e)-6,10-dimethylundeca-5,9-dien-2-yl acetate"
5363231,140.22,CC(C)CC/C=C/C(=O)C,(E)-7-methyloct-3-en-2-one,7-methyl-3-octen-2-one
444683,74.12,CC[C@H](C)O,(2S)-butan-2-ol,(s)-(+)-2-butanol
12009861,162.30,CCCC[C@@H](CCOC)S,(3S)-1-methoxyheptane-3-thiol,unii-7qsj4t5u48
20836345,172.26,CC/C=C\CCOC(CC)OC,(Z)-1-(1-methoxypropoxy)hex-3-ene,(z)-1-(1-methoxypropoxy)hex-3-ene
5364919,86.13,CC/C=C\CO,(Z)-pent-2-en-1-ol,cis-2-penten-1-ol
3036969,176.21,C/C(=C/OC(=O)C)/C1=CC=CC=C1,[(Z)-2-phenylprop-1-enyl] acetate,(z)-2-phenylpropenyl acetate
20836197,182.30,CC(/C(=C(/C)\C(=O)C)/C)C(C)(C)C,"(Z)-3,4,5,6,6-pentamethylhept-3-en-2-one","(z)-3,4,5,6,6-pentamethylhept-3-en-2-one"
16220109,182.26,CC/C=C\CCOC(=O)/C(=C\C)/C,[(Z)-hex-3-enyl] (Z)-2-methylbut-2-enoate,(z)-3-hexenyl angelate
1381163,171.24,C/C(=C/C#N)/CCC1=CC=CC=C1,(Z)-3-methyl-5-phenylpent-2-enenitrile,(z)-3-methyl-5-phenylpent-2-enenitrile
6019677,168.23,CC/C=C\CCC1CCC(=O)O1,5-[(Z)-hex-3-enyl]oxolan-2-one,63095-33-0
6436925,238.37,CC(CC/C=C(/C)\CCC=C(C)C)OC(=O)C,"[(5Z)-6,10-dimethylundeca-5,9-dien-2-yl] acetate","(z)-6,10-dimethylundeca-5,9-dien-2-yl acetate"
5365069,184.27,CC/C=C\CCOC(=O)C(C)CC,[(Z)-hex-3-enyl] 2-methylbutanoate,53398-85-9
5363389,184.27,CC/C=C\CCCCCOC(=O)C,[(Z)-non-6-enyl] acetate,76238-22-7
5367767,226.35,CC/C=C\CCOC(OCC/C=C\CC)C,(Z)-1-[1-[(Z)-hex-3-enoxy]ethoxy]hex-3-ene,acetaldehyde di-cis-3-hexenyl acetal
114233,170.29,CC(C)C1CCC(CC1)C(C)O,1-(4-propan-2-ylcyclohexyl)ethanol,63767-86-2
114533,170.25,CC(C1CCCCC1)OC(=O)C,1-cyclohexylethyl acetate,1-cyclohexylethyl acetate
110923,166.26,CC1=CCC(CC1)C(C)CC=O,3-(4-methylcyclohex-3-en-1-yl)butanal,3-(4-methylcyclohex-3-en-1-yl)butanal
61125,222.37,CC1(CC2C1CCC3(CCCC2(C3)O)C)C,"4,4,8-trimethyltricyclo[6.3.1.02,5]dodecan-1-ol",beta-caryophyllene alcohol
166527,204.31,C1CCC(CC1)OCCC2=CC=CC=C2,2-cyclohexyloxyethylbenzene,80858-47-5
109193,234.38,CC1C=C2CCCC(C2CC1(C)C(=O)C)(C)C,"1-(2,3,8,8-tetramethyl-1,3,5,6,7,8a-hexahydronaphthalen-2-yl)ethanone","1-(2,3,8,8-tetramethyl-1,2,3,5,6,7,8,8a-octahydronaphthalen-2-yl)ethanone"
13663,170.21,CC(=O)C1=CC=CC2=CC=CC=C21,1-naphthalen-1-ylethanone,1'-acetonaphthone
116699,226.40,CCCC(CCC1C(CCCC1(C)C)C)O,"1-(2,2,6-trimethylcyclohexyl)hexan-3-ol",70788-30-6
9837013,192.30,C/C=C/C(=O)C1C(=C)CCCC1(C)C,"(E)-1-(2,2-dimethyl-6-methylidenecyclohexyl)but-2-en-1-one",gamma-damascone
107065,246.4,CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C,"1-(2,6,6,8-tetramethyl-9-tricyclo[5.3.1.01,5]undec-8-enyl)ethanone",68039-35-0
6438067,192.30,C/C=C/C(=O)C1CCC(C=C1C)(C)C,"(E)-1-(2,4,4-trimethylcyclohex-2-en-1-yl)but-2-en-1-one","(e)-1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-2-buten-1-one"
112185,194.31,CC1C=C(CCC1C(=O)C(C)(C)C)C,"1-(2,4-dimethylcyclohex-3-en-1-yl)-2,2-dimethylpropan-1-one","1-(2,4-dimethyl-3-cyclohexen-1-yl)-2,2-dimethyl-1-propanone"
15435,160.17,CC(=O)C1=CC2=CC=CC=C2O1,1-(1-benzofuran-2-yl)ethanone,2-acetylbenzofuran
6453423,194.31,CC1(CCCC(C1)C(=O)CCC=C)C,"1-(3,3-dimethylcyclohexyl)pent-4-en-1-one","1-(3,3-dimethylcyclohexyl)pent-4-en-1-one"
109417,166.26,CC1C=C(CC(C1C)C(=O)C)C,"1-(3,5,6-trimethylcyclohex-3-en-1-yl)ethanone","1-(3,5,6-trimethyl-3-cyclohexen-1-yl)ethanone"
