CID,MolecularWeight,IsomericSMILES,IUPACName,name
11,98.96,C(CCl)Cl,"1,2-dichloroethane","1,2-dichloroethane"
13,181.4,C1=CC(=C(C=C1Cl)Cl)Cl,"1,2,4-trichlorobenzene","1,2,4-trichlorobenzene"
33,78.50,C(C=O)Cl,2-chloroacetaldehyde,chloroacetaldehyde
43,148.11,C(CC(=O)O)C(C(=O)O)O,2-hydroxypentanedioic acid,2-hydroxyglutaric acid
47,130.14,CCC(C)C(=O)C(=O)O,3-methyl-2-oxopentanoic acid,3-methyl-2-oxovaleric acid
49,116.11,CC(C)C(=O)C(=O)O,3-methyl-2-oxobutanoic acid,3-methyl-2-oxobutanoic acid
70,130.14,CC(C)CC(=O)C(=O)O,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid
71,160.12,C(CC(=O)C(=O)O)CC(=O)O,2-oxohexanedioic acid,2-oxoadipic acid
119,103.12,C(CC(=O)O)CN,4-aminobutanoic acid,4-aminobutyric acid
137,131.13,C(CC(=O)O)C(=O)CN,5-amino-4-oxopentanoic acid,5-aminolevulinic acid
174,62.07,C(CO)O,"ethane-1,2-diol",ethylene glycol
176,60.05,CC(=O)O,acetic acid,acetic acid
177,44.05,CC=O,acetaldehyde,acetaldehyde
178,59.07,CC(=O)N,acetamide,acetamide
180,58.08,CC(=O)C,propan-2-one,acetone
190,135.13,C1=NC2=NC=NC(=C2N1)N,7H-purin-6-amine,adenine
204,158.12,C1(C(=O)NC(=O)N1)NC(=O)N,"(2,5-dioxoimidazolidin-4-yl)urea",allantoin
222,17.031,N,azane,ammonia
227,137.14,C1=CC=C(C(=C1)C(=O)O)N,2-aminobenzoic acid,anthranilic acid
239,89.09,C(CN)C(=O)O,3-aminopropanoic acid,beta-alanine
241,78.11,C1=CC=CC=C1,benzene,benzene
243,122.12,C1=CC=C(C=C1)C(=O)O,benzoic acid,benzoic acid
259,79.90,[Br-],bromide,bromide
260,80.91,Br,bromane,hydrogen bromide
264,88.11,CCCC(=O)O,butanoic acid,butyric acid
277,61.040,C(=O)(N)O,carbamic acid,carbamic acid
280,44.009,C(=O)=O,,carbon dioxide
281,28.010,[C-]#[O+],carbon monoxide,carbon monoxide
289,110.11,C1=CC=C(C(=C1)O)O,"benzene-1,2-diol",pyrocatechol
297,16.043,C,methane,02329_fluka
299,490.6,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one",chlordecone
312,35.45,[Cl-],chloride,16887-00-6
313,36.46,Cl,chlorane,hydrochloric acid
321,660.8,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C,"3-[8,12,17-tris(2-carboxyethyl)-3,7,13,18-tetramethyl-5,10,15,20,21,22,23,24-octahydroporphyrin-2-yl]propanoic acid",coproporphyrinogen iii
323,146.14,C1=CC=C2C(=C1)C=CC(=O)O2,chromen-2-one,coumarin
335,108.14,CC1=CC=CC=C1O,2-methylphenol,o-cresol
338,138.12,C1=CC=C(C(=C1)C(=O)O)O,2-hydroxybenzoic acid,salicylic acid
342,108.14,CC1=CC(=CC=C1)O,3-methylphenol,m-cresol
356,114.23,CCCCCCCC,octane,octane
379,144.21,CCCCCCCC(=O)O,octanoic acid,octanoic acid
402,34.08,S,sulfane,hydrogen sulfide
403,109.13,C1=CC(=CC=C1N)O,4-aminophenol,4-aminophenol
444,239.74,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one,bupropion
460,124.14,COC1=CC=CC=C1O,2-methoxyphenol,guaiacol
464,179.17,C1=CC=C(C=C1)C(=O)NCC(=O)O,2-benzamidoacetic acid,hippuric acid
469,161.16,C(CC(C(=O)O)N)CC(=O)O,2-aminohexanedioic acid,2-aminohexanedioic acid
487,118.09,CC(C(=O)O)C(=O)O,2-methylpropanedioic acid,methylmalonic acid
533,80.99,[SeH2],selane,7783-07-5
545,125.944,O[As](O)O,arsorous acid,arsenous acid
558,173.17,C(CC(=O)C(=O)O)CN=C(N)N,5-(diaminomethylideneamino)-2-oxopentanoic acid,2-oxoarginine
586,131.13,CN(CC(=O)O)C(=N)N,2-[carbamimidoyl(methyl)amino]acetic acid,creatine
649,114.10,C1CNC(=O)NC1=O,"1,3-diazinane-2,4-dione",dihydrouracil
650,86.09,CC(=O)C(=O)C,"butane-2,3-dione","2,3-butanedione"
654,154.10,CCOP(=O)(O)OCC,diethyl hydrogen phosphate,diethyl hydrogen phosphate
674,45.08,CNC,N-methylmethanamine,dimethylamine
679,78.14,CS(=O)C,methylsulfinylmethane,dimethyl sulfoxide
681,153.18,C1=CC(=C(C=C1CCN)O)O,"4-(2-aminoethyl)benzene-1,2-diol",dopamine
682,195.17,C1=CC(=O)C(=O)C=C1CC(C(=O)O)N,"2-amino-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)propanoic acid",l-dopaquinone
700,61.08,C(CO)N,2-aminoethanol,ethanolamine
702,46.07,CCO,ethanol,ethanol
712,30.026,C=O,formaldehyde,formaldehyde
727,290.8,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5,6-hexachlorocyclohexane",lindane
743,132.11,C(CC(=O)O)CC(=O)O,pentanedioic acid,glutaric acid
750,75.07,C(C(=O)O)N,2-aminoacetic acid,glycine
751,90.08,C(C(C=O)O)O,"2,3-dihydroxypropanal",dl-glyceraldehyde
752,106.08,C(C(C(=O)O)O)O,"2,3-dihydroxypropanoic acid",glyceric acid
753,92.09,C(C(CO)O)O,"propane-1,2,3-triol",glycerol
757,76.05,C(C(=O)O)O,2-hydroxyacetic acid,glycolic acid
760,74.04,C(=O)C(=O)O,oxaldehydic acid,glyoxylic acid
763,117.11,C(C(=O)O)N=C(N)N,2-(diaminomethylideneamino)acetic acid,glycocyamine
768,27.025,C#N,formonitrile,hydrogen cyanide
