CID,MolecularWeight,IsomericSMILES,IUPACName,name
240,106.12,C1=CC=C(C=C1)C=O,benzaldehyde,benzaldehyde
263,74.12,CCCCO,butan-1-ol,1-butanol
264,88.11,CCCC(=O)O,butanoic acid,butyric acid
323,146.14,C1=CC=C2C(=C1)C=CC(=O)O2,chromen-2-one,coumarin
326,148.20,CC(C)C1=CC=C(C=C1)C=O,4-propan-2-ylbenzaldehyde,4-isopropylbenzaldehyde
342,108.14,CC1=CC(=CC=C1)O,3-methylphenol,m-cresol
460,124.14,COC1=CC=CC=C1O,2-methoxyphenol,guaiacol
660,148.16,C1CC(=O)OC2=CC=CC=C21,"3,4-dihydrochromen-2-one",dihydrocoumarin
798,117.15,C1=CC=C2C(=C1)C=CN2,1H-indole,indole
957,130.23,CCCCCCCCO,octan-1-ol,1-octanol
999,136.15,C1=CC=C(C=C1)CC(=O)O,2-phenylacetic acid,phenylacetic acid
1049,79.10,C1=CC=NC=C1,pyridine,pyridine
1127,88.17,C1CCSC1,thiolane,tetrahydrothiophene
1133,92.12,C(C(=O)O)S,2-sulfanylacetic acid,mercaptoacetic acid
1140,92.14,CC1=CC=CC=C1,toluene,toluene
1146,59.11,CN(C)C,"N,N-dimethylmethanamine",trimethylamine
1183,152.15,COC1=C(C=CC(=C1)C=O)O,4-hydroxy-3-methoxybenzaldehyde,vanillin
2537,152.23,CC1(C2CCC1(C(=O)C2)C)C,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",camphor
2758,154.25,CC1(C2CCC(O1)(CC2)C)C,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",eucalyptol
2879,108.14,CC1=CC=C(C=C1)O,4-methylphenol,p-cresol
3314,164.20,COC1=C(C=CC(=C1)CC=C)O,2-methoxy-4-prop-2-enylphenol,eugenol
4133,152.15,COC(=O)C1=CC=CC=C1O,methyl 2-hydroxybenzoate,methyl salicylate
5144,162.18,C=CCC1=CC2=C(C=C1)OCO2,"5-prop-2-enyl-1,3-benzodioxole",safrole
5424,172.09,C1(=C(C(=O)C(=C(C1=O)O)O)O)O,"2,3,5,6-tetrahydroxycyclohexa-2,5-diene-1,4-dione",tetrahydroxyquinone
5634,184.27,C=CCCCCCCCCC(=O)O,undec-10-enoic acid,undecylenic acid
6054,122.16,C1=CC=C(C=C1)CCO,2-phenylethanol,2-phenylethanol
6184,100.16,CCCCCC=O,hexanal,hexanal
6374,393.732,C(I)(I)I,iodoform,iodoform
6448,196.29,CC(=O)OC1CC2CCC1(C2(C)C)C,"(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) acetate",bornyl acetate
6501,206.24,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,ethyl 3-methyl-3-phenyloxirane-2-carboxylate,77-83-8
