CID,MolecularWeight,IsomericSMILES,IUPACName,name
-35,188.33600000000018,CC(C)CC(C)(O)C1CCCS1,,Isopropylmethyltetrahydrothiophenyl-ethanol
-34,300.39499999999947,CCCCCCCCC(=O)C(=O)OC(=C(C)C)C(O)CO,,Isopropylideneglyceryl oxodecanoate
-33,224.3440000000002,CCCCC=COC(=O)C=CCCCCC,,Hexenyl octenoate
-32,222.35000000000016,CCCC(CCOC)[SH]=C(O)OCC,,Ethyl S-(1-methoxyhexan-3-yl)carbonothioate
-31,188.33600000000015,CCCCCCCCC(S)C=O,,Mercaptodecanal
-30,148.27100000000013,CCCC(S)COCC,,Ethoxymethylbutanethiol
-29,212.28900000000016,CC1=C(OC(=O)CO)CC(C(C)C)CC1,,Hydroxyacetoxymenthene
-28,340.50399999999934,CCCCCCCC=CC(=O)OC(CCCCCCCC)C(=O)O,,Decenoyloxydecanoic acid
-27,182.26300000000015,CCC=CC(=O)OC=CCCCC,,Hexenyl pentenoate
-26,228.37600000000023,CCCC=CC(OCCCC)OCCCC,,Hexenal dibutyl acetal
-25,164.2040000000001,CC(C)C=C(C=O)c1ccco1,,Isopropylfurylpropenal
-24,212.3140000000001,CCCC(=O)CCSCc1ccco1,,Furfurylthiomethylpentanone
-23,228.37600000000023,CCCCC(C)C(C)(C)OC(=O)CC(C)C,,Trimethylhexyl isovalerate
-22,198.30600000000018,CCC(=O)OC1(C)CCCCC1(C)C,,Trimethylcyclohexyl propionate
-21,196.29000000000016,CC(=O)OCC1C=CC(C(C)C)CC1,,Tetrahydrocuminyl acetate
-20,226.3600000000002,CCCCCCCC=COC(=O)CC(C)C,,Nonenyl isovalerate
-19,170.25200000000015,CC=CCOC(=O)C(C)CCC,,Methylallyl methylvalerate
-18,258.3580000000001,CCCCCCCCCCC(OC=O)C(=O)OC,,Methyl formyloxydodecanoate
-17,244.3310000000002,CCCCCCCCC(OC(C)=O)C(=O)OC,,Methyl acetoxydecanoate
-16,240.38700000000023,CCCCC=COC(=O)CCCCCCCC,,Hexenyl nonanoate
-15,198.30600000000018,CCCCC=COC(=O)C(C)CCC,,Hexenyl methylvalerate
-14,194.2300000000001,CCCCC=COC(=O)c1ccco1,,Hexenyl furoate
-13,220.26800000000011,CCOC(=O)C1(c2ccccc2)OC1CC,,Ethyl ethylphenylglycidate
-12,214.34900000000022,CCCCCCCCC=CC(OC)OC,,Undecenal dimethyl acetal
-11,166.26400000000015,CC(=C(C=O)CC1CC1)C(C)C,,Dimethylcyclopropylmethylpentenal
-10,174.2650000000001,CC(=S)OC1(C)OCCC1C,,Dimethyltetrahydrofuryl thioacetate
-9,262.39300000000003,CCCCCCCCCC(=O)Oc1ccccc1C,,Tolyl decanoate
-8,188.3110000000002,CCCOC(CC)OC(C)CCC,,Propanal methylbutyl propyl acetal
-7,186.32000000000014,CC=CC1(C)CCOSC1(C)C,,Methylpropenyldimethyloxathiane
-6,216.3270000000001,CCC(=O)C(C)SSc1ccco1,,Methylfuryldithiobutanone
-5,194.36500000000015,CCCSC(O)(CS)CCC,,Mercaptomethylpropylthiobutanol
-4,132.25300000000001,SCC1CC=CS1,,Mercaptomethyldihydrothiophene
-3,148.2270000000001,CCCC(CS)OC=O,,Mercaptomethylbutyl formate
-2,188.3110000000002,CCCCCC(OCC)OCCC,,Hexanal ethyl propyl acetal
-1,246.3940000000002,CCCCCCCCC=CC=CC=CC=CC=O,,Heptadecatetraenal
4,75.11,CC(CN)O,1-aminopropan-2-ol,1-aminopropan-2-ol
58,102.09,CCC(=O)C(=O)O,2-oxobutanoic acid,2-oxobutanoic acid
98,120.13,C(C(=O)C(=O)O)S,2-oxo-3-sulfanylpropanoic acid,3-mercaptopyruvic acid
101,122.12,C1=CC(=CC(=C1)O)C=O,3-hydroxybenzaldehyde,3-hydroxybenzaldehyde
107,150.17,C1=CC=C(C=C1)CCC(=O)O,3-phenylpropanoic acid,hydrocinnamic acid
125,124.14,C1=CC(=CC=C1CO)O,4-(hydroxymethyl)phenol,4-hydroxybenzyl alcohol
126,122.12,C1=CC(=CC=C1C=O)O,4-hydroxybenzaldehyde,4-hydroxybenzaldehyde
129,100.16,CC(C)CCC=O,4-methylpentanal,4-methylpentanal
135,138.12,C1=CC(=CC=C1C(=O)O)O,4-hydroxybenzoic acid,4-hydroxybenzoic acid
176,60.05,CC(=O)O,acetic acid,acetic acid
177,44.05,CC=O,acetaldehyde,acetaldehyde
179,88.11,CC(C(=O)C)O,3-hydroxybutan-2-one,acetoin
180,58.08,CC(=O)C,propan-2-one,acetone
196,146.14,C(CCC(=O)O)CC(=O)O,hexanedioic acid,adipic acid
205,119.12,CC(C(C(=O)O)N)O,2-amino-3-hydroxybutanoic acid,dl-threonine
240,106.12,C1=CC=C(C=C1)C=O,benzaldehyde,benzaldehyde
243,122.12,C1=CC=C(C=C1)C(=O)O,benzoic acid,benzoic acid
244,108.14,C1=CC=C(C=C1)CO,phenylmethanol,benzyl alcohol
261,72.11,CCCC=O,butanal,butyraldehyde
263,74.12,CCCCO,butan-1-ol,1-butanol
264,88.11,CCCC(=O)O,butanoic acid,butyric acid
284,46.025,C(=O)O,formic acid,formic acid
289,110.11,C1=CC=C(C(=C1)O)O,"benzene-1,2-diol",pyrocatechol
311,192.12,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid",citric acid
325,150.22,CC(C)C1=CC=C(C=C1)CO,(4-propan-2-ylphenyl)methanol,4-isopropylbenzyl alcohol
326,148.2,CC(C)C1=CC=C(C=C1)C=O,4-propan-2-ylbenzaldehyde,4-isopropylbenzaldehyde
332,150.17,COC1=C(C=CC(=C1)C=C)O,4-ethenyl-2-methoxyphenol,2-methoxy-4-vinylphenol
335,108.14,CC1=CC=CC=C1O,2-methylphenol,o-cresol
342,108.14,CC1=CC(=CC=C1)O,3-methylphenol,m-cresol
356,114.23,CCCCCCCC,octane,octane
379,144.21,CCCCCCCC(=O)O,octanoic acid,octanoic acid
441,104.1,CC(CC(=O)O)O,3-hydroxybutanoic acid,3-hydroxybutyric acid
453,182.17,C(C(C(C(C(CO)O)O)O)O)O,"hexane-1,2,3,4,5,6-hexol",hexitol
454,128.21,CCCCCCCC=O,octanal,octanal
460,124.14,COC1=CC=CC=C1O,2-methoxyphenol,guaiacol
473,148.18,CSCCC(=O)C(=O)O,4-methylsulfanyl-2-oxobutanoic acid,4-methylthio-2-oxobutanoic acid
525,134.09,C(C(C(=O)O)O)C(=O)O,2-hydroxybutanedioic acid,malic acid
527,58.08,CCC=O,propanal,propionaldehyde
563,120.17,CSCCC(=O)O,3-methylsulfanylpropanoic acid,3-(methylthio)propionic acid
594,121.16,C(C(C(=O)O)N)S,2-amino-3-sulfanylpropanoic acid,dl-cysteine
611,147.13,C(CC(=O)O)C(C(=O)O)N,2-aminopentanedioic acid,dl-glutamic acid
612,90.08,CC(C(=O)O)O,2-hydroxypropanoic acid,lactic acid
650,86.09,CC(=O)C(=O)C,"butane-2,3-dione","2,3-butanedione"
660,148.16,C1CC(=O)OC2=CC=CC=C21,"3,4-dihydrochromen-2-one",dihydrocoumarin
670,90.08,C(C(=O)CO)O,"1,3-dihydroxypropan-2-one","1,3-dihydroxyacetone"
674,45.08,CNC,N-methylmethanamine,dimethylamine
701,144.17,CCOC(=O)C(C)C(=O)C,ethyl 2-methyl-3-oxobutanoate,ethyl 2-methylacetoacetate
702,46.07,CCO,ethanol,ethanol
757,76.05,C(C(=O)O)O,2-hydroxyacetic acid,glycolic acid
798,117.15,C1=CC=C2C(=C1)C=CN2,1H-indole,indole
857,131.17,CC(C)CC(C(=O)O)N,2-amino-4-methylpentanoic acid,dl-leucine
875,150.09,C(C(C(=O)O)O)(C(=O)O)O,"2,3-dihydroxybutanedioic acid",dl-tartaric acid
876,149.21,CSCCC(C(=O)O)N,2-amino-4-methylsulfanylbutanoic acid,dl-methionine
878,48.11,CS,methanethiol,methanethiol
880,72.06,CC(=O)C=O,2-oxopropanal,methylglyoxal
931,128.17,C1=CC=C2C=CC=CC2=C1,naphthalene,naphthalene
957,130.23,CCCCCCCCO,octan-1-ol,1-octanol
964,104.06,C(C(=O)C(=O)O)O,3-hydroxy-2-oxopropanoic acid,3-hydroxypyruvic acid
984,240.42,CCCCCCCCCCCCCCCC=O,hexadecanal,hexadecanal
985,256.42,CCCCCCCCCCCCCCCC(=O)O,hexadecanoic acid,palmitic acid
989,130.14,CC1(COC(=O)C1O)C,"3-hydroxy-4,4-dimethyloxolan-2-one",dl-pantolactone
994,165.19,C1=CC=C(C=C1)CC(C(=O)O)N,2-amino-3-phenylpropanoic acid,dl-phenylalanine
996,94.11,C1=CC=C(C=C1)O,phenol,phenol
997,164.16,C1=CC=C(C=C1)CC(=O)C(=O)O,2-oxo-3-phenylpropanoic acid,phenylpyruvic acid
998,120.15,C1=CC=C(C=C1)CC=O,2-phenylacetaldehyde,phenylacetaldehyde
999,136.15,C1=CC=C(C=C1)CC(=O)O,2-phenylacetic acid,phenylacetic acid
1001,121.18,C1=CC=C(C=C1)CCN,2-phenylethanamine,phenethylamine
1017,166.13,C1=CC=C(C(=C1)C(=O)O)C(=O)O,phthalic acid,phthalic acid
1030,76.09,CC(CO)O,"propane-1,2-diol",propylene glycol
1031,60.1,CCCO,propan-1-ol,1-propanol
1032,74.08,CCC(=O)O,propanoic acid,propionic acid
1049,79.1,C1=CC=NC=C1,pyridine,pyridine
1060,88.06,CC(=O)C(=O)O,2-oxopropanoic acid,pyruvic acid
1068,62.14,CSC,methylsulfanylmethane,dimethyl sulfide
1110,118.09,C(CC(=O)O)C(=O)O,butanedioic acid,succinic acid
1127,88.17,C1CCSC1,thiolane,tetrahydrothiophene
1133,92.12,C(C(=O)O)S,2-sulfanylacetic acid,mercaptoacetic acid
1136,143.21,CC1=C(SC=N1)CCO,"2-(4-methyl-1,3-thiazol-5-yl)ethanol",4-methyl-5-thiazoleethanol
1145,75.11,C[N+](C)(C)[O-],"N,N-dimethylmethanamine oxide",trimethylamine n-oxide
1146,59.11,CN(C)C,"N,N-dimethylmethanamine",trimethylamine
1182,117.15,CC(C)C(C(=O)O)N,2-amino-3-methylbutanoic acid,dl-valine
1183,152.15,COC1=C(C=CC(=C1)C=O)O,4-hydroxy-3-methoxybenzaldehyde,vanillin
1254,156.26,CC1CCC(C(C1)O)C(C)C,5-methyl-2-propan-2-ylcyclohexan-1-ol,menthol
1491,154.12,C1=CC(=C(C=C1O)O)C(=O)O,"2,4-dihydroxybenzoic acid","2,4-dihydroxybenzoic acid"
1567,78.14,C(CS)O,2-sulfanylethanol,2-mercaptoethanol
2214,166.17,CC(=O)C1=CC(=C(C=C1)O)OC,1-(4-hydroxy-3-methoxyphenyl)ethanone,acetovanillone
2266,188.22,C(CCCC(=O)O)CCCC(=O)O,nonanedioic acid,azelaic acid
2345,212.24,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,benzyl benzoate,benzyl benzoate
2346,149.21,C1=CC=C(C=C1)CN=C=S,isothiocyanatomethylbenzene,benzyl isothiocyanate
2519,194.19,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,"1,3,7-trimethylpurine-2,6-dione",caffeine
2537,152.23,CC1(C2CCC1(C(=O)C2)C)C,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",camphor
2682,242.44,CCCCCCCCCCCCCCCCO,hexadecan-1-ol,1-hexadecanol
2758,154.25,CC1(C2CCC(O1)(CC2)C)C,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",eucalyptol
2879,108.14,CC1=CC=C(C=C1)O,4-methylphenol,p-cresol
2969,172.26,CCCCCCCCCC(=O)O,decanoic acid,decanoic acid
2998,293.4,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,N-[(4-hydroxy-3-methoxyphenyl)methyl]nonanamide,nonivamide
3080,124.23,C(C(CS)S)O,"2,3-bis(sulfanyl)propan-1-ol",dimercaprol
3102,182.22,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,diphenylmethanone,benzophenone
3314,164.2,COC1=C(C=CC(=C1)CC=C)O,2-methoxy-4-prop-2-enylphenol,eugenol
3485,100.12,C(CC=O)CC=O,pentanedial,glutaraldehyde
3611,164.2,CC(C)C1=CC(=O)C(=CC=C1)O,"2-hydroxy-6-propan-2-ylcyclohepta-2,4,6-trien-1-one",hinokitiol
3776,60.1,CC(C)O,propan-2-ol,isopropanol
3893,200.32,CCCCCCCCCCCC(=O)O,dodecanoic acid,lauric acid
