CID,MolecularWeight,IsomericSMILES,IUPACName,name
1,203.24,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,3-acetyloxy-4-(trimethylazaniumyl)butanoate,acetyl-dl-carnitine
2,204.24,CC(=O)OC(CC(=O)O)C[N+](C)(C)C,(2-acetyloxy-3-carboxypropyl)-trimethylazanium,"1-propanaminium, 2-(acetyloxy)-3-carboxy-n,n,n-trimethyl-, inner salt"
3,156.14,C1=CC(C(C(=C1)C(=O)O)O)O,"5,6-dihydroxycyclohexa-1,3-diene-1-carboxylic acid","2,3-dihydroxy-2,3-dihydrobenzoic acid"
4,75.11,CC(CN)O,1-aminopropan-2-ol,1-aminopropan-2-ol
4,75.11,CC(CN)O,1-aminopropan-2-ol,1-aminopropan-2-ol
5,169.07,C(C(=O)COP(=O)(O)O)N,(3-amino-2-oxopropyl) dihydrogen phosphate,3-amino-2-oxopropyl phosphate
6,202.55,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,"1-chloro-2,4-dinitrobenzene","1-chloro-2,4-dinitrobenzene"
7,163.18,CCN1C=NC2=C(N=CN=C21)N,9-ethylpurin-6-amine,9-ethyladenine
8,148.16,CCC(C)(C(C(=O)O)O)O,"2,3-dihydroxy-3-methylpentanoic acid","2,3-dihydroxy-3-methylpentanoic acid"
9,260.14,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,"(2,3,4,5,6-pentahydroxycyclohexyl) dihydrogen phosphate",dl-myoinositol-1-phosphate  2 cha
10,473.4,C1C(NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,"2-[[4-[(2-amino-4-oxo-5,6,7,8-tetrahydro-1H-pteridin-6-yl)methyl-formylamino]benzoyl]amino]pentanedioic acid","2-[[4-[(2-amino-4-oxo-5,6,7,8-tetrahydro-1H-pteridin-6-yl)methyl-formylamino]benzoyl]amino]pentanedioic acid"
11,98.96,C(CCl)Cl,"1,2-dichloroethane","1,2-dichloroethane"
11,98.96,C(CCl)Cl,"1,2-dichloroethane","1,2-dichloroethane"
12,142.11,C1=C(C=C(C(=C1O)O)O)O,"benzene-1,2,3,5-tetrol","1,2,3,5-benzenetetrol"
13,181.4,C1=CC(=C(C=C1Cl)Cl)Cl,"1,2,4-trichlorobenzene","1,2,4-trichlorobenzene"
14,352.5,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O,7-[3-hydroxy-5-oxo-2-(3-oxooct-1-enyl)cyclopentyl]heptanoic acid,15-keto prostaglandin e1
15,290.4,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,"17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",17-hydroxyandrostan-3-one
16,226.32,C1CCC(=O)NCCCCCC(=O)NCC1,"1,8-diazacyclotetradecane-2,9-dione","1,8-diazacyclotetradecane-2,9-dione"
17,169.13,C1C=CC(=NC1C(=O)O)C(=O)O,"2,3-dihydropyridine-2,6-dicarboxylic acid","2,3-dihydropyridine-2,6-dicarboxylic acid"
18,192.12,C(C(C(C(=O)C(=O)C(=O)O)O)O)O,"4,5,6-trihydroxy-2,3-dioxohexanoic acid","2,3-diketo-l-gulonic acid"
19,154.12,C1=CC(=C(C(=C1)O)O)C(=O)O,"2,3-dihydroxybenzoic acid","2,3-dihydroxybenzoic acid"
20,182.17,C1=CC(=C(C(=C1)O)O)CCC(=O)O,"3-(2,3-dihydroxyphenyl)propanoic acid","3-(2,3-dihydroxyphenyl)propanoic acid"
21,146.14,CCC(C(=O)C)(C(=O)O)O,2-ethyl-2-hydroxy-3-oxobutanoic acid,acetohydroxybutyrate
22,132.11,CC(=O)C(C)(C(=O)O)O,2-hydroxy-2-methyl-3-oxobutanoic acid,2-acetolactate
23,185.13,C(=CC(=C(C(=O)O)N)C(=O)O)C=O,2-amino-3-(3-oxoprop-1-enyl)but-2-enedioic acid,2-amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioic acid
