Test UID,Subject,Correct
27,16,False
27,17,True
27,18,True
27,19,True
27,20,False
27,21,True
27,22,True
27,23,True
27,24,True
27,25,False
27,26,True
28,1,False
28,2,False
28,3,False
28,4,True
28,5,True
28,6,True
28,7,False
28,8,False
28,9,True
28,10,True
28,11,False
28,12,True
28,13,False
28,14,True
28,15,True
28,16,True
28,17,True
28,18,True
28,19,False
28,20,True
28,21,True
28,22,False
28,23,True
28,24,False
28,25,True
28,26,True
29,1,False
29,2,False
29,3,True
29,4,False
29,5,True
29,6,False
29,7,False
29,8,True
29,9,False
29,10,True
29,11,True
29,12,True
29,13,True
29,14,True
29,15,False
29,16,False
29,17,True
29,18,True
29,19,True
29,20,True
29,21,True
29,22,True
29,23,True
29,24,True
29,25,True
29,26,False
30,1,False
30,2,False
30,3,True
30,4,False
30,5,True
30,6,True
30,7,True
30,8,True
30,9,False
30,10,False
30,11,False
30,12,True
30,13,True
30,14,True
30,15,True
30,16,False
30,17,False
30,18,False
30,19,True
30,20,False
30,21,True
30,22,False
30,23,True
30,24,True
30,25,False
30,26,True
31,1,False
31,2,True
31,3,True
31,4,True
31,5,False
31,6,True
31,7,False
31,8,True
31,9,False
31,10,False
31,11,False
31,12,True
31,13,True
31,14,True
31,15,False
31,16,False
31,17,True
31,18,False
31,19,True
31,20,True
31,21,True
31,22,True
31,23,True
31,24,False
31,25,True
31,26,False
32,1,False
32,2,True
32,3,True
32,4,False
32,5,True
32,6,False
32,7,False
32,8,False
32,9,True
32,10,False
32,11,True
32,12,True
32,13,True
32,14,True
32,15,False
32,16,True
32,17,False
32,18,False
32,19,True
32,20,False
32,21,False
32,22,False
32,23,True
32,24,True
32,25,True
32,26,False
33,1,False
33,2,True
33,3,True
33,4,True
33,5,False
33,6,False
33,7,False
33,8,False
33,9,True
33,10,True
33,11,True
33,12,True
33,13,True
33,14,True
33,15,False
33,16,True
33,17,False
33,18,True
33,19,True
33,20,True
33,21,False
33,22,False
33,23,True
33,24,True
33,25,True
33,26,True
34,1,False
34,2,True
34,3,False
34,4,False
34,5,False
34,6,False
34,7,False
34,8,True
34,9,False
34,10,True
34,11,False
34,12,False
34,13,False
34,14,False
34,15,True
34,16,False
34,17,True
34,18,True
34,19,False
34,20,False
34,21,True
34,22,True
34,23,True
34,24,False
34,25,False
34,26,False
35,1,False
35,2,False
35,3,True
35,4,False
35,5,True
35,6,True
35,7,True
35,8,False
35,9,False
35,10,True
35,11,False
35,12,False
35,13,True
35,14,False
35,15,True
35,16,False
35,17,False
35,18,False
35,19,True
35,20,True
35,21,True
35,22,True
35,23,False
35,24,False
35,25,True
35,26,True
36,1,True
36,2,False
36,3,False
36,4,False
36,5,False
36,6,False
36,7,False
36,8,False
36,9,False
36,10,False
36,11,False
36,12,False
36,13,True
36,14,True
36,15,True
36,16,True
36,17,False
36,18,False
36,19,False
36,20,False
36,21,False
36,22,False
36,23,True
36,24,False
36,25,True
36,26,True
37,1,True
37,2,True
37,3,True
37,4,True
37,5,False
37,6,True
37,7,True
37,8,True
37,9,False
37,10,False
37,11,True
37,12,False
37,13,False
37,14,True
37,15,True
37,16,False
37,17,True
37,18,False
37,19,True
37,20,True
37,21,True
37,22,True
37,23,True
37,24,False
37,25,True
37,26,True
38,1,False
38,2,False
38,3,True
38,4,False
38,5,False
38,6,False
38,7,True
38,8,False
38,9,False
38,10,True
38,11,False
38,12,False
38,13,False
38,14,False
38,15,True
38,16,True
38,17,False
38,18,True
38,19,False
38,20,True
38,21,False
38,22,True
38,23,True
38,24,True
38,25,False
38,26,True
39,1,False
39,2,False
39,3,False
39,4,False
39,5,False
39,6,True
39,7,True
39,8,False
39,9,False
39,10,True
39,11,True
39,12,False
39,13,False
39,14,True
39,15,True
39,16,True
39,17,False
39,18,True
39,19,True
39,20,False
39,21,True
39,22,False
39,23,True
39,24,True
39,25,True
39,26,True
40,1,False
40,2,False
40,3,False
40,4,False
40,5,False
40,6,True
40,7,False
40,8,False
40,9,True
40,10,False
40,11,True
40,12,True
40,13,False
40,14,False
40,15,False
40,16,False
40,17,False
40,18,False
40,19,False
40,20,False
40,21,True
40,22,True
40,23,True
40,24,True
40,25,True
40,26,False
41,1,False
41,2,False
41,3,True
41,4,False
41,5,False
41,6,True
41,7,False
41,8,True
41,9,True
41,10,True
41,11,True
41,12,True
41,13,True
41,14,False
41,15,True
41,16,True
41,17,True
41,18,True
41,19,True
41,20,True
41,21,True
41,22,False
41,23,False
41,24,True
41,25,True
41,26,True
42,1,False
42,2,True
42,3,True
42,4,False
42,5,False
42,6,True
42,7,False
42,8,False
42,9,False
42,10,True
42,11,False
42,12,False
42,13,False
42,14,False
42,15,False
42,16,False
42,17,False
42,18,True
42,19,True
42,20,False
42,21,True
42,22,True
42,23,False
42,24,True
42,25,True
42,26,False
43,1,True
43,2,False
43,3,True
43,4,False
43,5,True
43,6,False
43,7,True
43,8,False
43,9,False
43,10,False
43,11,False
43,12,False
43,13,True
43,14,True
43,15,True
43,16,False
43,17,True
43,18,False
43,19,False
43,20,True
43,21,True
43,22,True
43,23,True
43,24,False
43,25,False
43,26,False
44,1,True
44,2,False
44,3,True
44,4,False
44,5,True
44,6,True
44,7,True
44,8,False
44,9,True
44,10,True
44,11,True
44,12,True
44,13,True
44,14,True
44,15,True
44,16,True
44,17,False
44,18,True
44,19,False
44,20,True
44,21,True
44,22,True
44,23,False
44,24,True
44,25,True
44,26,False
45,1,False
45,2,False
45,3,True
45,4,True
45,5,False
45,6,True
45,7,False
45,8,False
45,9,False
45,10,True
45,11,False
45,12,False
45,13,False
45,14,True
45,15,False
45,16,True
45,17,False
45,18,False
45,19,False
45,20,False
45,21,False
45,22,True
45,23,False
45,24,False
45,25,True
45,26,False
46,1,False
46,2,False
46,3,False
46,4,False
46,5,True
46,6,False
46,7,True
46,8,True
46,9,True
46,10,False
46,11,False
46,12,False
46,13,True
46,14,False
46,15,False
46,16,False
46,17,True
46,18,False
46,19,False
46,20,True
46,21,True
46,22,False
46,23,False
46,24,False
46,25,True
46,26,False
47,1,True
47,2,False
47,3,False
47,4,False
47,5,False
47,6,True
47,7,False
47,8,False
47,9,True
47,10,False
47,11,False
47,12,False
47,13,True
47,14,False
47,15,True
47,16,True
47,17,True
47,18,True
47,19,False
47,20,True
47,21,True
47,22,False
47,23,True
47,24,True
47,25,True
47,26,True
48,1,False
48,2,True
48,3,True
48,4,True
48,5,True
48,6,True
48,7,True
48,8,False
48,9,True
48,10,True
48,11,True
48,12,True
48,13,False
48,14,False
48,15,True
48,16,True
48,17,True
48,18,True
48,19,True
48,20,True
48,21,True
48,22,False
48,23,False
48,24,True
48,25,True
48,26,True
49,1,True
49,2,True
49,3,True
49,4,True
49,5,True
49,6,True
49,7,False
49,8,False
49,9,True
49,10,True
49,11,True
49,12,True
49,13,True
49,14,True
49,15,True
49,16,False
49,17,False
49,18,True
49,19,True
49,20,True
49,21,True
49,22,False
49,23,True
49,24,True
49,25,True
49,26,True
50,1,False
50,2,False
50,3,False
50,4,False
50,5,False
50,6,True
50,7,False
50,8,False
50,9,True
50,10,True
50,11,True
50,12,False
50,13,True
50,14,False
50,15,False
50,16,True
50,17,True
50,18,True
50,19,True
50,20,True
50,21,False
50,22,False
50,23,False
50,24,False
50,25,False
50,26,True
51,1,False
51,2,True
51,3,False
51,4,True
51,5,False
51,6,True
51,7,True
51,8,True
51,9,True
51,10,True
51,11,True
51,12,True
51,13,True
51,14,False
51,15,True
51,16,True
51,17,True
51,18,True
51,19,True
51,20,True
51,21,False
51,22,True
51,23,True
51,24,True
51,25,False
51,26,True
52,1,True
52,2,True
52,3,True
52,4,True
52,5,True
52,6,True
52,7,True
52,8,False
52,9,True
52,10,False
52,11,True
52,12,True
52,13,True
52,14,True
52,15,True
52,16,True
52,17,True
52,18,False
52,19,True
52,20,True
52,21,True
52,22,True
52,23,True
52,24,True
52,25,True
52,26,True
53,1,False
53,2,True
53,3,False
53,4,False
53,5,False
53,6,False
53,7,False
53,8,False
53,9,False
53,10,False
53,11,False
53,12,False
53,13,True
53,14,True
53,15,False
53,16,False
53,17,False
53,18,False
53,19,False
53,20,True
53,21,False
53,22,False
53,23,False
53,24,False
53,25,False
53,26,False
54,1,False
54,2,True
54,3,False
54,4,True
54,5,True
54,6,False
54,7,True
54,8,True
54,9,True
54,10,True
54,11,False
54,12,False
54,13,False
54,14,False
54,15,False
54,16,False
54,17,True
54,18,False
54,19,False
54,20,True
54,21,True
54,22,False
54,23,False
54,24,False
54,25,False
54,26,True
55,1,False
55,2,True
55,3,True
55,4,True
55,5,True
55,6,True
55,7,True
55,8,False
55,9,False
55,10,True
55,11,True
55,12,True
55,13,True
55,14,True
55,15,True
55,16,True
55,17,True
55,18,True
55,19,True
55,20,True
55,21,True
55,22,True
55,23,True
55,24,False
55,25,True
55,26,False
56,1,True
56,2,True
56,3,False
56,4,False
56,5,False
56,6,False
56,7,False
56,8,True
56,9,False
56,10,False
56,11,True
56,12,False
56,13,False
56,14,False
56,15,False
56,16,True
56,17,True
56,18,False
56,19,False
56,20,False
56,21,False
56,22,False
56,23,False
56,24,True
56,25,False
56,26,False
57,1,False
57,2,True
57,3,True
57,4,True
57,5,False
57,6,True
57,7,True
57,8,True
57,9,True
57,10,True
57,11,True
57,12,True
57,13,True
57,14,True
57,15,True
57,16,True
57,17,True
57,18,True
57,19,True
57,20,False
57,21,True
57,22,True
57,23,True
57,24,False
57,25,True
57,26,True
58,1,True
58,2,True
58,3,False
58,4,False
58,5,False
58,6,False
58,7,False
58,8,True
58,9,False
58,10,False
58,11,False
58,12,True
58,13,False
58,14,True
58,15,False
58,16,False
58,17,False
58,18,True
58,19,True
58,20,True
58,21,False
58,22,False
58,23,False
58,24,True
58,25,False
58,26,True
59,1,False
59,2,True
59,3,True
59,4,False
59,5,False
59,6,False
59,7,False
59,8,True
59,9,True
59,10,True
59,11,True
59,12,True
59,13,False
59,14,False
59,15,False
59,16,True
59,17,False
59,18,False
59,19,True
59,20,False
59,21,False
59,22,True
59,23,False
59,24,True
59,25,False
59,26,True
60,1,False
60,2,False
60,3,True
60,4,True
60,5,True
60,6,False
60,7,True
60,8,False
60,9,True
60,10,True
60,11,True
60,12,True
60,13,True
60,14,False
60,15,False
60,16,True
60,17,False
60,18,True
60,19,True
60,20,True
60,21,True
60,22,True
60,23,True
60,24,True
60,25,True
60,26,True
61,1,True
61,2,False
61,3,False
61,4,True
61,5,True
61,6,False
61,7,True
61,8,False
61,9,True
61,10,False
61,11,True
61,12,False
61,13,False
61,14,False
61,15,False
61,16,False
61,17,True
61,18,False
61,19,False
61,20,False
61,21,False
61,22,False
61,23,True
61,24,False
61,25,False
61,26,False
62,1,False
62,2,True
62,3,False
62,4,True
62,5,False
62,6,False
62,7,False
62,8,True
62,9,False
62,10,False
62,11,False
62,12,False
62,13,False
62,14,True
62,15,False
62,16,False
62,17,False
62,18,True
62,19,False
62,20,False
62,21,True
62,22,False
62,23,False
62,24,True
62,25,False
62,26,False
63,1,False
63,2,False
63,3,False
63,4,True
63,5,False
63,6,False
63,7,False
63,8,False
63,9,True
63,10,False
63,11,True
63,12,False
63,13,False
63,14,False
63,15,False
63,16,True
63,17,False
63,18,False
63,19,False
63,20,False
63,21,False
63,22,True
63,23,False
63,24,False
63,25,False
63,26,False
64,1,False
64,2,False
64,3,False
64,4,False
64,5,False
64,6,False
64,7,False
64,8,True
64,9,True
64,10,True
64,11,False
64,12,True
64,13,False
64,14,True
64,15,True
64,16,False
64,17,True
64,18,False
64,19,False
64,20,True
64,21,True
64,22,True
64,23,True
64,24,True
64,25,True
64,26,True
65,1,True
65,2,True
65,3,False
65,4,False
65,5,False
65,6,True
65,7,False
65,8,True
65,9,True
65,10,False
65,11,True
65,12,False
65,13,False
65,14,True
65,15,False
65,16,True
65,17,True
65,18,False
65,19,False
65,20,False
65,21,False
65,22,True
65,23,True
65,24,True
65,25,True
65,26,True
66,1,True
66,2,False
66,3,True
66,4,True
66,5,True
66,6,True
66,7,True
66,8,False
66,9,True
66,10,True
66,11,True
66,12,True
66,13,True
66,14,True
66,15,False
66,16,True
66,17,True
66,18,True
66,19,False
66,20,True
66,21,True
66,22,True
66,23,True
66,24,True
66,25,True
66,26,True
67,1,True
67,2,False
67,3,False
67,4,False
67,5,False
67,6,True
67,7,False
67,8,False
67,9,False
67,10,True
67,11,True
67,12,True
67,13,True
67,14,False
67,15,False
67,16,False
67,17,False
67,18,True
67,19,False
67,20,False
67,21,True
67,22,False
67,23,True
67,24,True
67,25,True
67,26,False
68,1,False
68,2,True
68,3,True
68,4,False
68,5,True
68,6,False
68,7,True
68,8,False
68,9,True
68,10,False
68,11,True
68,12,True
68,13,True
68,14,True
68,15,False
68,16,False
68,17,False
68,18,False
68,19,True
68,20,True
68,21,True
68,22,True
68,23,False
68,24,False
68,25,False
68,26,True
69,1,True
69,2,True
69,3,True
69,4,False
69,5,True
69,6,True
69,7,False
69,8,True
69,9,True
69,10,False
69,11,False
69,12,False
69,13,False
69,14,True
69,15,False
69,16,True
69,17,True
69,18,True
69,19,True
69,20,False
69,21,True
69,22,False
69,23,True
69,24,True
69,25,False
69,26,False
70,1,False
70,2,False
70,3,False
70,4,True
70,5,False
70,6,True
70,7,True
70,8,False
70,9,True
70,10,True
70,11,True
70,12,False
70,13,False
70,14,False
70,15,True
70,16,True
70,17,True
70,18,True
70,19,True
70,20,True
70,21,False
70,22,True
70,23,True
70,24,False
70,25,False
70,26,True
71,1,False
71,2,False
71,3,False
71,4,True
71,5,True
71,6,False
71,7,False
71,8,False
71,9,False
71,10,False
71,11,True
71,12,False
71,13,False
71,14,True
71,15,False
71,16,True
71,17,True
71,18,True
71,19,True
71,20,True
71,21,False
71,22,False
71,23,False
71,24,True
71,25,False
71,26,True
72,1,False
72,2,False
72,3,True
72,4,True
72,5,True
72,6,True
72,7,True
72,8,False
72,9,True
72,10,False
72,11,False
72,12,False
72,13,True
72,14,True
72,15,True
72,16,False
72,17,True
72,18,True
72,19,True
72,20,True
72,21,True
72,22,False
72,23,True
72,24,True
72,25,True
72,26,True
73,1,False
73,2,True
73,3,False
73,4,True
73,5,True
73,6,True
73,7,True
73,8,True
73,9,False
73,10,True
73,11,True
73,12,True
73,13,True
73,14,True
73,15,True
73,16,True
73,17,True
73,18,False
73,19,False
73,20,True
73,21,True
73,22,True
73,23,True
73,24,True
73,25,True
73,26,True
74,1,False
74,2,False
74,3,True
74,4,True
74,5,False
74,6,True
74,7,True
74,8,True
74,9,True
74,10,True
74,11,False
74,12,True
74,13,False
74,14,True
74,15,True
74,16,False
74,17,False
74,18,True
74,19,True
74,20,True
74,21,True
74,22,True
74,23,True
74,24,True
74,25,True
74,26,True
75,1,False
75,2,True
75,3,True
75,4,True
75,5,False
75,6,False
75,7,True
75,8,True
75,9,True
75,10,True
75,11,True
75,12,True
75,13,True
75,14,True
75,15,True
75,16,True
75,17,True
75,18,True
75,19,True
75,20,True
75,21,True
75,22,False
75,23,True
75,24,True
75,25,True
75,26,True
76,1,True
76,2,False
76,3,False
76,4,False
76,5,True
76,6,False
76,7,True
76,8,False
76,9,False
76,10,False
76,11,False
76,12,True
76,13,True
76,14,False
76,15,True
76,16,False
76,17,True
76,18,False
76,19,True
76,20,True
76,21,True
76,22,False
76,23,False
76,24,False
76,25,False
76,26,True
77,1,False
77,2,False
77,3,False
77,4,True
77,5,True
77,6,False
77,7,True
77,8,False
77,9,False
77,10,True
77,11,False
77,12,False
77,13,True
77,14,True
77,15,False
77,16,False
77,17,True
77,18,True
77,19,True
77,20,False
77,21,False
77,22,True
77,23,True
77,24,False
77,25,True
77,26,True
78,1,True
78,2,True
78,3,True
78,4,False
78,5,False
78,6,False
78,7,False
78,8,True
78,9,True
78,10,True
78,11,True
78,12,True
78,13,True
78,14,False
78,15,True
78,16,True
78,17,True
78,18,True
78,19,True
78,20,True
78,21,True
78,22,True
78,23,True
78,24,True
78,25,True
78,26,True
79,1,True
79,2,False
79,3,False
79,4,False
79,5,False
79,6,True
79,7,False
79,8,True
79,9,False
79,10,False
79,11,True
79,12,False
79,13,False
79,14,False
79,15,False
79,16,False
79,17,False
79,18,True
79,19,False
79,20,False
79,21,False
79,22,False
79,23,True
79,24,False
79,25,True
79,26,True
80,1,True
80,2,True
80,3,False
80,4,True
80,5,True
80,6,False
80,7,False
80,8,False
80,9,True
80,10,True
80,11,True
80,12,True
80,13,False
80,14,False
80,15,False
80,16,True
80,17,True
80,18,True
80,19,True
80,20,True
80,21,True
80,22,True
80,23,True
80,24,False
80,25,True
80,26,True
81,1,False
81,2,False
81,3,False
81,4,True
81,5,True
81,6,False
81,7,False
81,8,True
81,9,False
81,10,True
81,11,False
81,12,False
81,13,False
81,14,False
81,15,False
81,16,False
81,17,False
81,18,False
81,19,False
81,20,False
81,21,False
81,22,True
81,23,True
81,24,True
81,25,True
81,26,True
82,1,False
82,2,False
82,3,True
82,4,True
82,5,False
82,6,False
82,7,True
82,8,False
82,9,False
82,10,False
82,11,False
82,12,True
82,13,False
82,14,False
82,15,True
82,16,True
82,17,True
82,18,True
82,19,True
82,20,False
82,21,False
82,22,True
82,23,False
82,24,False
82,25,True
82,26,True
83,1,False
83,2,False
83,3,True
83,4,True
83,5,False
83,6,True
83,7,True
83,8,False
83,9,True
83,10,True
83,11,False
83,12,True
83,13,True
83,14,False
83,15,True
83,16,True
83,17,True
83,18,True
83,19,True
83,20,False
83,21,True
83,22,False
83,23,False
83,24,True
83,25,True
83,26,False
84,1,False
84,2,True
84,3,True
84,4,True
84,5,True
84,6,False
84,7,True
84,8,False
84,9,True
84,10,False
84,11,True
84,12,True
84,13,True
84,14,True
84,15,True
84,16,True
84,17,False
84,18,True
84,19,True
84,20,True
84,21,True
84,22,True
84,23,True
84,24,False
84,25,True
84,26,True
85,1,False
85,2,True
85,3,True
85,4,True
85,5,True
85,6,True
85,7,False
85,8,False
85,9,True
85,10,False
85,11,True
85,12,False
85,13,False
85,14,True
85,15,True
85,16,False
85,17,True
85,18,True
85,19,True
85,20,False
85,21,True
85,22,True
85,23,True
85,24,True
85,25,True
85,26,True
86,1,False
86,2,False
86,3,False
86,4,False
86,5,True
86,6,False
86,7,True
86,8,False
86,9,False
86,10,False
86,11,False
86,12,False
86,13,False
86,14,False
86,15,False
86,16,False
86,17,False
86,18,True
86,19,False
86,20,True
86,21,True
86,22,False
86,23,False
86,24,True
86,25,False
86,26,False
87,1,False
87,2,True
87,3,True
87,4,True
87,5,True
87,6,True
87,7,True
87,8,False
87,9,True
87,10,True
87,11,True
87,12,True
87,13,True
87,14,True
87,15,True
87,16,False
87,17,True
87,18,True
87,19,True
87,20,False
87,21,True
87,22,False
87,23,True
87,24,True
87,25,False
87,26,True
88,1,False
88,2,False
88,3,False
88,4,False
88,5,False
88,6,False
88,7,False
88,8,False
88,9,False
88,10,False
88,11,False
88,12,True
88,13,False
88,14,False
88,15,False
88,16,False
88,17,False
88,18,True
88,19,False
88,20,False
88,21,False
88,22,True
88,23,False
88,24,True
88,25,True
88,26,False
89,1,False
89,2,False
89,3,True
89,4,True
89,5,False
89,6,False
89,7,False
89,8,False
89,9,False
89,10,True
89,11,True
89,12,False
89,13,True
89,14,False
89,15,False
89,16,True
89,17,False
89,18,False
89,19,False
89,20,False
89,21,False
89,22,False
89,23,False
89,24,False
89,25,True
89,26,False
90,1,False
90,2,True
90,3,True
90,4,False
90,5,True
90,6,True
90,7,True
90,8,False
90,9,True
90,10,False
90,11,True
90,12,True
90,13,True
90,14,False
90,15,False
